Address,Weekly Rent,Bedrooms,Bathrooms,Parking,Property Type,Listing Agent,Agency,URL,Scraped At
"56 Kohe Street, Parahaki, Whangarei, Northland",560,3,1,3,House,myRent.co.nz,myRent.co.nz Ltd,https://www.trademe.co.nz/a/property/residential/rent/northland/whangarei/parahaki/listing/5445649119?rsqid=c1d79a28047845718e5c7a090f5ce07c-001,2025-07-29T22:42:04.617829
"221/8 Upper Queen Street, City Centre, Auckland City, Auckland",420,0,1,0,Unit,Phil Horrobin,MTM Property Management Ltd,https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/city-centre/listing/5445618372?rsqid=335b4f2b4dd54535b180f2299306b72c-001,2025-07-29T22:42:07.265767
"20 Rangihina Road, Hobsonville, Waitakere City, Auckland",595,2,1,0,Other,Joe Lee,Upper House Property Management,https://www.trademe.co.nz/a/property/residential/rent/auckland/waitakere-city/hobsonville/listing/5446375806?rsqid=feb3a9e86a0b430eb982084b1e32f212-001,2025-07-29T22:42:09.985058
"16 Marlborough Street, Levin, Horowhenua, Manawatu / Whanganui",600,4,2,1,Other,Kashiya Holmes,"Property Brokers, (Licensed: REAA 2008)",https://www.trademe.co.nz/a/property/residential/rent/manawatu-whanganui/horowhenua/levin/listing/5446493602?rsqid=b780272893c14305811258275a7c6ef9-001,2025-07-29T22:42:15.381841
"1 Mozeley Avenue, Devonport, North Shore City, Auckland",1750,5,4,3,Unit,Jonathan Lyons,Vic Road Rentals,https://www.trademe.co.nz/a/property/residential/rent/auckland/north-shore-city/devonport/listing/5445626312?rsqid=335b4f2b4dd54535b180f2299306b72c-001,2025-07-29T22:42:17.748060
"31 Rosamond Way, Rolleston, Selwyn, Canterbury",570,3,2,2,Other,Fiona/Anna-Marie,Xclusive Property Management,https://www.trademe.co.nz/a/property/residential/rent/canterbury/selwyn/rolleston/listing/5446492619?rsqid=b780272893c14305811258275a7c6ef9-001,2025-07-29T22:42:18.572106
"16 Te ara O Ralph Olsen, Wainuiomata, Lower Hutt, Wellington",600,2,1,1,Townhouse,Nicholas White,"First National Collective, (Licensed: REAA 2008)",https://www.trademe.co.nz/a/property/residential/rent/wellington/lower-hutt/wainuiomata/listing/5446429694?rsqid=e8d38e2b61a742b19f2b909c4223cf53-001,2025-07-29T22:42:22.422875
"Fairview Downs, Hamilton, Waikato",580,2,1,0,House,Tina Martin,"Ultimate Properties Waikato Ltd, (Licensed: REAA 2008)",https://www.trademe.co.nz/a/property/residential/rent/waikato/hamilton/fairview-downs/listing/5446496662?rsqid=b780272893c14305811258275a7c6ef9-001,2025-07-29T22:42:24.216694
"41 Belfast Street, Hillsborough, Auckland City, Auckland",910,4,2,2,House,Rick,Anemax Property Management Ltd,https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/hillsborough/listing/5446425981?rsqid=feb3a9e86a0b430eb982084b1e32f212-001,2025-07-29T22:42:32.020771
"5/289 Shirley Road, Papatoetoe, Manukau City, Auckland",650,2,1,2,Townhouse,myRent.co.nz,myRent.co.nz Ltd,https://www.trademe.co.nz/a/property/residential/rent/auckland/manukau-city/papatoetoe/listing/5445454955?rsqid=335b4f2b4dd54535b180f2299306b72c-001,2025-07-29T22:42:32.881399
"256b East Tamaki Road, Otara, Manukau City, Auckland",970,5,3,2,House,Emman Rahimi,Olympia Property,https://www.trademe.co.nz/a/property/residential/rent/auckland/manukau-city/otara/listing/5365397960?rsqid=b780272893c14305811258275a7c6ef9-001,2025-07-29T22:42:33.249169
"224/8 Upper Queen Street, City Centre, Auckland City, Auckland",420,0,1,0,Studio,Phil Horrobin,MTM Property Management Ltd,https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/city-centre/listing/5445626511?rsqid=c1d79a28047845718e5c7a090f5ce07c-001,2025-07-29T22:42:40.212767
"25 Nassau Avenue, Grenada North, Wellington, Wellington",670,3,1,2,House,myRent.co.nz,myRent.co.nz Ltd,https://www.trademe.co.nz/a/property/residential/rent/wellington/wellington/grenada-north/listing/5412175609?rsqid=c1d79a28047845718e5c7a090f5ce07c-001,2025-07-29T22:42:40.661685
"24A Dalesford Street, Silverdale, Hamilton, Waikato",555,2,1,1,House,Vicki Martin,Glasshouse Property Management,https://www.trademe.co.nz/a/property/residential/rent/waikato/hamilton/silverdale/listing/5446304869?rsqid=feb3a9e86a0b430eb982084b1e32f212-001,2025-07-29T22:42:41.180928
"5 Fantail Place, Avondale, Auckland City, Auckland",595,1,1,0,Townhouse,Maria Donovan,Staircase Property Management Ltd,https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/avondale/listing/5445751934?rsqid=c1d79a28047845718e5c7a090f5ce07c-001,2025-07-29T22:42:49.620555
"28 Cabello Place, Unsworth Heights, North Shore City, Auckland",760,3,1,4,Unit,myRent.co.nz,myRent.co.nz Ltd,https://www.trademe.co.nz/a/property/residential/rent/auckland/north-shore-city/unsworth-heights/listing/5445621195?rsqid=335b4f2b4dd54535b180f2299306b72c-001,2025-07-29T22:42:50.013182
"17 Brodie Street, Ilam, Christchurch City, Canterbury",720,3,2,7,Unit,Nicola Skilton,Holmwood Property Management,https://www.trademe.co.nz/a/property/residential/rent/canterbury/christchurch-city/ilam/listing/5446397985?rsqid=feb3a9e86a0b430eb982084b1e32f212-001,2025-07-29T22:42:51.281073
"95 Ninth View Avenue, Beachlands, Manukau City, Auckland",750,3,2,1,Other,Tracy Watts - Seven Property Management,Seven Property Management Ltd,https://www.trademe.co.nz/a/property/residential/rent/auckland/manukau-city/beachlands/listing/5445444011?rsqid=335b4f2b4dd54535b180f2299306b72c-001,2025-07-29T22:42:56.271534
